2451335|79473|1706|442|1432457|2425|840|442|1432457|2425|840|1|1|44|13|45.63|3.65|49.28|49.66|0.00|39.24|1.53|4.86|53.31|
2451441|11487|1021|405|1361990|4975|407|405|1361990|4975|407|1|1|45|43|4438.89|133.16|4572.05|83.51|466.98|532.66|2187.48|1718.75|683.65|
2452105|59457|979|913|1423984|4102|373|913|1423984|4102|373|2|1|46|61|704.55|49.31|753.86|33.45|3012.79|295.91|302.39|106.25|3095.55|
2451677|33194|1975|918|1366834|2750|819|918|1366834|2750|819|2|1|48|9|216.81|17.34|234.15|19.81|45.63|21.68|35.12|160.01|82.78|
2452561|35610|918|81|788648|5815|582|81|788648|5815|582|2|1|49|79|10628.66|744.00|11372.66|88.50|2361.31|8502.92|1658.07|467.67|3193.81|
2452060|60418|1241|908|793212|2516|620|908|793212|2516|620|1|1|51|9|355.32|10.65|365.97|99.51|193.77|309.12|6.00|40.20|303.93|
2452077|13035|923|668|1078154|4240|373|668|1078154|4240|373|1|1|51|58|6574.88|460.24|7035.12|57.17|3221.32|1380.72|4051.44|1142.72|3738.73|
|71745|1470|||2111|323|||2111||1|1|52||765.16||834.02|32.04|229.40||215.16|351.06|330.30|
2451900|32899|1283|971|1300813|208|250|971|1300813|208|250|1|1|53|2|97.88|1.95|99.83|22.48|13.64|80.26|5.46|12.16|38.07|
2451958|26993|782|631|1375925|1419|466|631|1375925|1419|466|1|1|53|13|1368.77|82.12|1450.89|88.01|727.09|191.62|235.43|941.72|897.22|
||79|||6738|460||1500216|||1|1|55|7|70.70|4.94||38.47||42.42|4.24||71.20|
||874|||||199|||7|1|1|56||1717.20|154.54|1871.74|3.62|356.40|||||
2451384|77186|50|380|1708805|5983|608|380|1708805|5983|608|2|1|57|19|2002.03|120.12|2122.15|71.12|302.10|1301.31|119.12|581.60|493.34|
2451443|45709|1165|800|1777124|1248|619|800|1777124|1248|619|1|1|58|9|740.34|22.21|762.55|37.92|174.78|222.10|67.37|450.87|234.91|
2451759|67735|1687|138|821188|5885|135|138|821188|5885|135|2|1|59|26|789.36|71.04|860.40|6.20|134.94|149.97|421.99|217.40|212.18|
2451560|59013|1712|883|539803|6923|843|883|539803|6923|843|1|1|63|31|191.58|3.83|195.41|1.63|739.35|42.14|127.02|22.42|744.81|
||158|670|103015||||103015|2160|705|||64|36|1086.12|32.58|1118.70|4.75||||543.61||
2451547|32382|1507|101|99551|3001|251|101|99551|3001|251|2|1|66|7|368.97|0.00|368.97|48.34|12.81|99.62|37.70|231.65|61.15|
2452027|26463|85|973|277684|1748|259|973|277684|1748|259|1|1|69|57|5985.57|359.13|6344.70|89.65|1056.21|2394.22|2944.90|646.45|1504.99|
2452341|68091|1985|911|1511560|5409|658|911|1511560|5409|658|2|1|72|20|3750.00|187.50|3937.50|62.87|742.20|187.50|1959.37|1603.13|992.57|
2452196|78918|1673|224|1559926|6228|130|224|1559926|6228|130|1|1|72|2|72.30|4.33|76.63|96.96|24.44|65.79|5.46|1.05|125.73|
2452538|5244|821|195|94659|276|493|195|94659|276|493|1|1|73|4|208.84|0.00|208.84|90.81|202.68|154.54|19.00|35.30|293.49|
2452648|69373|91|326|571505|5084|663|326|571505|5084|663|1|1|75|35|2668.05|80.04|2748.09|62.33|361.20|1414.06|463.97|790.02|503.57|
2452670|41829|1035|961|4573|4185|397|961|4573|4185|397|2|1|75|23|1807.80|0.00|1807.80|14.00|766.36|379.63|1142.53|285.64|780.36|
2451916|34658|1189|828|990174|2720|666|828|990174|2720|666|2|1|76|72|2581.92|77.45|2659.37|20.09|5286.96|568.02|2013.90|0.00|5384.50|
2451616|51966|328|626|1703073|4720|567|626|1703073|4720|567|2|1|77|8|25.28|0.75|26.03|61.93|0.00|11.12|12.17|1.99|62.68|
||895|99||6659||99|1634079|||||77||1934.50|||45.51|||||838.39|
2451617|28361|244|939|1603349|4959|369|939|1603349|4959|369|2|1|79|21|919.59|18.39|937.98|21.38|509.04|478.18|8.82|432.59|548.81|
2451871|54886|1723|537|1097050|610|523|537|1097050|610|523|1|1|79|33|606.87|36.41|643.28|32.97|290.73|54.61|276.13|276.13|360.11|
2451726|26757|524|212|1794817|4822|674|212|1794817|4822|674|2|1|81|17|371.28|29.70|400.98|28.14|85.68|226.48|50.68|94.12|143.52|
2452486|46513|573|862|897323|1384|245|862|897323|1384|245|1|1|83|20|104.00|0.00|104.00|21.18|333.00|86.32|9.19|8.49|354.18|
2452557|65926|681|87|1208787|7087|34|87|1208787|7087|34|2|1|83|29|300.15|0.00|300.15|44.01|2552.00|168.08|109.61|22.46|2596.01|
2451280|25318|1318|396|1857247|3251|702|396|1857247|3251|702|2|1|84|2|96.36|3.85|100.21|85.73|33.88|30.83|43.90|21.63|123.46|
2451393|62509|1954|660|1078409|3158|707|660|1078409|3158|707|2|1|84|18|265.50|2.65|268.15|49.10|165.24|45.13|103.57|116.80|216.99|
2452735||1633|6|533478|2797||6|533478||469|||85||20.20||||15.50|19.59|||102.28|
2452663|51913|276|493|1729053|5813|973|493|1729053|5813|973|2|1|85|34|567.80|5.67|573.47|72.34|1817.30|22.71|196.23|348.86|1895.31|
2451723|72393|448|324|159786|601|216|324|159786|601|216|1|1|86|16|56.48|0.00|56.48|78.57|53.60|46.31|2.64|7.53|132.17|
2451599|60380|926|909|361910|864|65|909|361910|864|65|2|1|86|22|3938.88|157.55|4096.43|78.70|1140.04|590.83|1941.86|1406.19|1376.29|
2452181|69772|1235|789|1625335|281|27|789|1625335|281|27|1|1|87|11|1976.59|39.53|2016.12|74.21|951.61|316.25|1278.46|381.88|1065.35|
|67250|187||254698||424||254698||||1|91|||89.14|1079.59|||||2.98||
2452382|45230|1065|884|1353432|7180|328|884|1353432|7180|328|2|1|92|15|54.30|1.62|55.92|48.55|37.95|53.21|1.07|0.02|88.12|
2452555|53480|1305|174|1417259|6897|535|174|1417259|6897|535|1|1|92|18|1303.56|117.32|1420.88|71.91|477.90|404.10|638.61|260.85|667.13|
2452790|34442|1896|372|463802|4985|815|372|463802|4985|815|2|1|93|21|1923.81|115.42|2039.23|57.75|72.03|1365.90|530.01|27.90|245.20|
2452775|70628|661|176|1018443|4910|377|176|1018443|4910|377|2|1|93|88|11567.60|115.67|11683.27|84.79|5192.88|4280.01|1967.64|5319.95|5393.34|
2452056|77444|569|134|701863|3839|768|134|701863|3839|768|2|1|95|11|1553.64|124.29|1677.93|50.63|493.46|450.55|573.60|529.49|668.38|
||715||253586|7137|935|788|253586||935||1|96|||||||175.30|10.67|||
2452085|44364|791|385|1635385|3585|385|385|1635385|3585|385|2|1|98|44|96.80|6.77|103.57|87.44|549.56|90.02|2.23|4.55|643.77|
2452151|61395|1369|425|1792938|51|517|425|1792938|51|517|2|1|98|41|1643.69|0.00|1643.69|42.33|182.45|1380.69|163.06|99.94|224.78|
2451635|79446|1381|662|1085284|2553|822|662|1085284|2553|822|2|1|100|22|2492.60|49.85|2542.45|6.19|1077.78|2093.78|327.03|71.79|1133.82|
2452628|60416|492|84|235070|5256|242|84|235070|5256|242|1|1|101|15|755.10|15.10|770.20|58.98|485.40|407.75|93.78|253.57|559.48|
2451386|56182|943|523|1341309|1542|328|523|1341309|1542|328|1|1|102|63|793.17|7.93|801.10|63.89|335.79|0.00|682.12|111.05|407.61|
2451461|12953|1525|572|281063|507|998|572|281063|507|998|2|1|102|21|1251.39|12.51|1263.90|68.51|235.62|838.43|111.49|301.47|316.64|
2451410|46409|1408|818|1524677|983|842|818|1524677|983|842|1|1|102|5|87.15|4.35|91.50|63.38|115.40|34.86|4.18|48.11|183.13|
2452031|56843|320|635|1719760|2038|116|635|1719760|2038|116|2|1|103|4|25.28|0.75|26.03|51.35|32.20|20.72|1.04|3.52|84.30|
2451630|36986|292|401|1501553|5944|518|401|1501553|5944|518|2|1|104|27|524.88|36.74|561.62|98.42|378.00|47.23|367.79|109.86|513.16|
2452965|64055|1971|174|1327898|3822|393|174|1327898|3822|393|1|1|105|41|380.48|30.43|410.91|54.41|309.14|327.21|11.18|42.09|393.98|
2451745|51810|544|890|647802|2914|826|890|647802|2914|826|1|1|106|57|10771.86|107.71|10879.57|64.16|4598.76|538.59|1534.99|8698.28|4770.63|
2451857|74574|547|613|599090|520|750|613|599090|520|750|1|1|106|2|81.78|1.63|83.41|89.31|12.96|46.61|0.35|34.82|103.90|
2452699|75135|1974|765|901970|5728|686|765|901970|5728|686|2|1|107|59|5709.43|285.47|5994.90|78.92|2602.49|57.09|3504.45|2147.89|2966.88|
2451357|57768|748|181|1262444|6354|17|181|1262444|6354|17|1|1|108|19|857.85|51.47|909.32|6.38|354.92|797.80|4.20|55.85|412.77|
2451900|34630|1391|647|426674|1901|528|647|426674|1901|528|1|1|109|43|1506.72|75.33|1582.05|76.34|527.18|964.30|59.66|482.76|678.85|
2451985|39519|212|602|329148|6094|393|602|329148|6094|393|1|1|109|2|332.68|19.96|352.64|4.54|117.62|36.59|210.22|85.87|142.12|
2451981|44094|956|585|1022397|1196|168|585|1022397|1196|168|2|1|110|8|398.56|11.95|410.51|56.87|75.68|63.76|56.91|277.89|144.50|
2452375|28890|39|83|71791|3499|207|83|71791|3499|207|1|1|111|4|174.72|12.23|186.95|12.80|88.96|12.23|30.87|131.62|113.99|
2452389|41006|311|850|1847316|4829|295|850|1847316|4829|295|2|1|111|28|1792.84|107.57|1900.41|34.60|227.64|1093.63|370.58|328.63|369.81|
2451203|37455|1520|225|1020916|1054|545|225|1020916|1054|545|1|1|112|67|4822.66|96.45|4919.11|87.63|518.58|4629.75|98.38|94.53|702.66|
2452452|62802|1355|765|3012|59|506|765|3012|59|506|1|1|114|3|195.09|15.60|210.69|93.27|144.93|115.10|44.79|35.20|253.80|
2451731|2553|1538|745|29063|3781|499|745|29063|3781|499|1|1|116|5|1100.85|44.03|1144.88|97.23|671.25|55.04|805.27|240.54|812.51|
2451657|73389|671|735|1504060|2538|663|735|1504060|2538|663|2|1|116|71|1970.96|177.38|2148.34|3.99|1504.49|39.41|1719.07|212.48|1685.86|
2451501|65646|352|593|1190903|6813|723|593|1190903|6813|723|2|1|117|8|149.20|10.44|159.64|31.75|188.16|56.69|28.67|63.84|230.35|
2452689|46127|1951|481||1712|704|481|877073|1712||1||119||32.30|0.96|33.26|63.11||10.33|||80.22|
2451281|64869|313|155|351456|5357|11|155|351456|5357|11|1|1|122|21|70.56|5.64|76.20|34.23|6.72|26.10|28.89|15.57|46.59|
2451304|32760|1904|139|676463|2187|758|139|676463|2187|758|1|1|122|53|2937.26|234.98|3172.24|70.37|2264.16|734.31|859.15|1343.80|2569.51|
2452716|26880|63|310|730718|1526|334|310|730718|1526|334|2|1|123|37|6641.13|265.64|6906.77|91.31|3760.68|5777.78|707.94|155.41|4117.63|
2452513|78127|873|190|211339|88|637|190|211339|88|637|2|1|123|51|1797.24|71.88|1869.12|57.79|2331.72|323.50|176.84|1296.90|2461.39|
2452628|40092|840|362|1411621|6127|786|362|1411621|6127|786|1|1|123|71|884.66|35.38|920.04|23.51|1020.27|460.02|254.78|169.86|1079.16|
2451727|44661|1910|890|1674763|6636|309|890|1674763|6636|309|2|1|124|73|3682.12|73.64|3755.76|39.06|78.11|1509.66|1194.85|977.61|190.81|
2451824|25490|1375|506|1277298|2490|682|506|1277298|2490|682|2|1|124|42|5403.72|432.29|5836.01|89.28|2909.76|2701.86|270.18|2431.68|3431.33|
2452813|52198|637|82|572217|905|640|82|572217|905|640|2|1|125|34|934.66|0.00|934.66|92.07|272.34|542.10|369.00|23.56|364.41|
2452726|29100|1356|20|1128323|2226|482|20|1128323|2226|482|2|1|125|2|498.76|34.91|533.67|98.25|157.50|194.51|282.95|21.30|290.66|
2451726|58130|1412|712|181928|544|913|712|181928|544|913|1|1|126|30|378.30|22.69|400.99|33.27|0.00|139.97|47.66|190.67|55.96|
2451592|17279|1450|467|381153|1039|878|467|381153|1039|878|2|1|126|12|1138.80|56.94|1195.74|43.34|618.96|694.66|253.15|190.99|719.24|
2452636|51270|273|891|1145852|6366|480|891|1145852|6366|480|2|1|127|39|2588.82|232.99|2821.81|2.21|0.00|362.43|868.29|1358.10|235.20|
2451812|74469|199|374|1283053|732|11|374|1283053|732|11|1|1|128|36|1954.44|78.17|2032.61|65.24|231.12|1035.85|257.20|661.39|374.53|
2451671|61435|457|531|1841383|3882|934|531|1841383|3882|934|1|1|128|14|687.68|61.89|749.57|42.00|547.26|453.86|35.07|198.75|651.15|
2451809|58455|763|350|238523|1896|622|350|238523|1896|622|2|1|128|5|157.50|4.72|162.22|43.52|41.25|137.02|1.02|19.46|89.49|
2451270|43952|1732|763|1514954|1345|136|763|1514954|1345|136|2|1|129|5|354.65|21.27|375.92|44.77|73.15|70.93|243.99|39.73|139.19|
2451763|67846|1843|328|74724|5673|469|328|74724|5673|469|2|1|130|38|3191.62|95.74|3287.36|39.89|1914.82|861.73|232.98|2096.91|2050.45|
2451315|33516|1312|564|1570320|5923|79|564|1570320|5923|79|1|1|133|1|14.14|0.56|14.70|64.61|3.53|13.71|0.31|0.12|68.70|
2451359|46100|316|495|123214|5580|546|495|123214|5580|546|1|1|133|5|334.25|10.02|344.27|4.24|250.70|307.51|5.88|20.86|264.96|
2452773|45115|883|715|1211771|3027|530|715|1211771|3027|530|1|1|134|7|763.91|68.75|832.66|78.99|109.13|122.22|532.60|109.09|256.87|
2452668|47742|561|630|1364810|1437|264|630|1364810|1437|264|1|1|134|18|457.56|32.02|489.58|10.53|152.46|430.10|10.70|16.76|195.01|
2452577|23222|678|680|1788617|2554|891|680|1788617|2554|891|2|1|134|15|648.60|38.91|687.51|89.01|157.95|512.39|25.87|110.34|285.87|
2452712|31502|1585|664|1128366|5915|64|664|1128366|5915|64|2|1|134|27|184.14|12.88|197.02|13.50|115.02|160.20|1.43|22.51|141.40|
2452783||1911||1721964|||767||3961|158|1|1|134||211.32|2.11||14.06||||||
2451800|44907|736|444|1203328|5765|649|444|1203328|5765|649|2|1|135|76|7185.04|143.70|7328.74|50.91|1771.56|3233.26|2568.65|1383.13|1966.17|
2452297|67338|1403|879|1531939|6446|106|879|1531939|6446|106|2|1|136|8|131.28|6.56|137.84|2.43|28.24|84.01|18.90|28.37|37.23|
2452235|61818|53|282|1272679|5246|975|282|1272679|5246|975|1|1|136|66|5686.56|227.46|5914.02|40.68|3629.34|2786.41|899.04|2001.11|3897.48|
2452454|44021|1893|423|1412735|5894|253|423|1412735|5894|253|1|1|136|43|3775.83|0.00|3775.83|60.80|2559.79|0.00|2794.11|981.72|2620.59|
2452280|49266|29|529|655802|1322|995|529|655802|1322|995|1|1|136|31|2306.71|0.00|2306.71|89.66|1082.52|576.67|121.10|1608.94|1172.18|
2451669|19847|1460|755|1169374|993|612|755|1169374|993|612|1|1|137|93|700.29|63.02|763.31|5.78|47.43|469.19|9.24|221.86|116.23|
2451595|55884|1300|166|1875090|4814|338|166|1875090|4814|338|1|1|138|31|442.68|39.84|482.52|2.41|2080.72|150.51|75.96|216.21|2122.97|
2451515|74804|1441|773|1404553|6180|760|773|1404553|6180|760|2|1|138|42|4413.36|308.93|4722.29|60.27|238.56|3265.88|963.88|183.60|607.76|
2451291|16899|1213|941|660216|3244|519|941|660216|3244|519|1|1|139|21|151.62|13.64|165.26|77.43|96.18|116.74|23.36|11.52|187.25|
2451444|30184|1579|917|915281|1292|56|917|915281|1292|56|1|1|139|28|698.04|62.82|760.86|22.50|40.04|677.09|18.43|2.52|125.36|
2451260|45986|403|558|1271056|5354|852|558|1271056|5354|852|2|1|139|34|1701.02|51.03|1752.05|35.11|531.42|1598.95|63.28|38.79|617.56|
2451355|64606|128|863|1306557|6818|230|863|1306557|6818|230|2|1|140|13|203.06|2.03|205.09|56.04|64.09|6.09|120.15|76.82|122.16|
||166|||3687||76|643705||116|1|1|141||4.56||4.87||0.86|0.04|3.97||23.28|
2451641|78997|470|16|445850|3484|765|16|445850|3484|765|2|1|141|14|1214.36|72.86|1287.22|38.50|830.90|570.74|495.58|148.04|942.26|
2451646|58522|826|397|854748|5099|403|397|854748|5099|403|2|1|142|46|134.78|12.13|146.91|64.12|1.38|134.78|0.00|0.00|77.63|
2451564|37191|1459|302|1733659|3863|220|302|1733659|3863|220|2|1|142|52|5554.12|55.54|5609.66|83.14|1437.28|5387.49|151.63|15.00|1575.96|
2451105|30380|505|930|351263|3443|823|930|351263|3443|823|1|1|143|49|2148.16|42.96|2191.12|40.86|736.47|2062.23|56.71|29.22|820.29|
|18453|115|877|990329|6981|80||||80|||144||54.00|||26.09||24.30||25.55||
2451877|74022|1057|415|412674|980|239|415|412674|980|239|2|1|146|17|477.19|19.08|496.27|94.94|169.15|357.89|97.82|21.48|283.17|
2451931|11441|289|405|42997|6836|475|405|42997|6836|475|2|1|146|9|594.09|41.58|635.67|99.75|223.65|582.20|4.63|7.26|364.98|
2451952|72639|1457|687|331184|2281|978|687|331184|2281|978|2|1|147|2|56.32|1.68|58.00|95.08|57.54|32.10|10.89|13.33|154.30|
2452497|31120|129|143|744653|3810|967|143|744653|3810|967|1|1|148|10|376.00|0.00|376.00|5.99|67.10|30.08|214.47|131.45|73.09|
2452338|75688|1167|902|232164|6473|582|902|232164|6473|582|1|1|149|22|1400.08|28.00|1428.08|23.49|744.26|112.00|154.56|1133.52|795.75|
2452321|32331|1453|164|1419112|6907|702|164|1419112|6907|702|2|1|149|13|299.26|14.96|314.22|83.36|299.26|134.66|134.97|29.63|397.58|
2452585|76529|324|648|1053258|6268|678|648|1053258|6268|678|2|1|151|9|52.02|0.00|52.02|99.26|57.24|16.12|34.46|1.44|156.50|
2452558|59507|342|508|458056|6004|752|508|458056|6004|752|2|1|151|2|10.64|0.42|11.06|42.53|8.62|3.08|5.21|2.35|51.57|
2452431|66172|967|732|1904822|1159|449|732|1904822|1159|449|1|1|152|26|696.02|13.92|709.94|22.50|221.26|320.16|75.17|300.69|257.68|
2451707|61736|745|941|1761461|2581|748|941|1761461|2581|748|2|1|153|19|287.09|0.00|287.09|39.45|574.18|25.83|41.80|219.46|613.63|
2451571|50207|68|37|633572|2107|242|37|633572|2107|242|2|1|153|55|628.65|31.43|660.08|46.16|2435.95|125.73|382.21|120.71|2513.54|
2451501|66402|1660|376|1387022|6068|914|376|1387022|6068|914|1|1|153|14|1409.10|0.00|1409.10|32.11|199.22|211.36|634.80|562.94|231.33|
2451907|68584|1880|708|1723305|902|946|708|1723305|902|946|2|1|155|16|1702.56|136.20|1838.76|34.61|619.04|1447.17|191.54|63.85|789.85|
2451445|47384|1456|68|1528175|3682|742|68|1528175|3682|742|2|1|156|4|108.16|1.08|109.24|15.07|57.00|94.09|4.36|9.71|73.15|
2452870|17174|1992|757|668776|4042|61|757|668776|4042|61|1|1|157|37|597.55|23.90|621.45|5.41|659.71|268.89|207.05|121.61|689.02|
2452629|46611|1074|627|908125|4423|521|627|908125|4423|521|2|1|159|7|12.81|0.38|13.19|35.10|0.70|1.53|6.54|4.74|36.18|
2452772|61876|1855|971|1799140|5709|525|971|1799140|5709|525|2|1|159|9|860.85|34.43|895.28|96.49|264.87|637.02|100.72|123.11|395.79|
2451618|73969|1784||296806||344|737|296806||344||1|160|19|44.08||||102.98|3.08|7.38|33.62||
2451647|69222|1990|215|1324659|6103|747|215|1324659|6103|747|1|1|160|41|1341.93|26.83|1368.76|54.95|298.07|1341.93|0.00|0.00|379.85|
2451809|70800|808|446|425086|4526|319|446|425086|4526|319|2|1|160|3|40.89|0.00|40.89|80.15|79.08|21.67|13.64|5.58|159.23|
2452200|15201|641|703|1903869|1988|154|703|1903869|1988|154|2|1|161|53|3673.43|220.40|3893.83|19.13|592.54|1763.24|955.09|955.10|832.07|
2452062|46294|521|554|1149852|7150|448|554|1149852|7150|448|1|1|161|37|742.96|0.00|742.96|97.28|275.65|542.36|168.50|32.10|372.93|
2452815|19799|727|864|1284143|6022|254|864|1284143|6022|254|2|1|164|11|243.65|17.05|260.70|7.94|53.24|58.47|55.55|129.63|78.23|
2452773|70588|1711|407|1231216|2482|606|407|1231216|2482|606|2|1|165|6|212.40|14.86|227.26|72.62|3.60|146.55|39.51|26.34|91.08|
2452673|69138|727|510|1298761|6059|757|510|1298761|6059|757|1|1|165|25|2282.00|45.64|2327.64|15.50|588.75|1369.20|164.30|748.50|649.89|
