2452771|51900|1953|669|1890707|5392|30|2|1|23|80|5883.20|294.16|6177.36|52.40|2848.80|4824.22|328.28|730.70|3195.36|
2452213|40442|1665|69|1359322|2796|270|1|1|24|11|28.49|0.00|28.49|69.29|29.81|6.26|1.33|20.90|99.10|
2452305|60624|1483|69|1553144|6578|765|1|1|24|78|1099.02|54.95|1153.97|27.69|328.38|1033.07|58.03|7.92|411.02|
2451053|35984|373|838|1564003|1743|883|1|1|25|18|42.12|2.52|44.64|57.38|6.12|37.48|2.04|2.60|66.02|
2451079|50088|1304|838|77813|3196|932|1|1|25|39|772.59|46.35|818.94|28.93|178.23|347.66|50.99|373.94|253.51|
2451966|49139|1085|780|637321|1532|590|2|1|27|84|382.20|0.00|382.20|97.85|154.56|259.89|13.45|108.86|252.41|
2451964|49463|1935|780|178335|4892|896|1|1|27|22|59.84|1.79|61.63|38.22|137.72|43.68|6.62|9.54|177.73|
2451259|35185|1334|631|1723855|885|868|2|1|29|6|5.04|0.45|5.49|85.50|15.96|3.83|0.03|1.18|101.91|
2451174|32214|1234|631|135738|5274|10|2|1|29|22|41.80|3.76|45.56|18.82|985.16|17.13|24.17|0.50|1007.74|
2451983|33769|205|120|222350|2461|125|2|1|32|41|2092.23|167.37|2259.60|14.26|987.28|941.50|149.59|1001.14|1168.91|
2451392|48895|205|971|934775|429|883|1|1|34|13|208.78|16.70|225.48|77.95|223.73|198.34|3.65|6.79|318.38|
2452196|33535|1537|958|539558|6809|107|2|1|35|60|144.00|0.00|144.00|36.15|2167.20|87.84|39.87|16.29|2203.35|
2452306|40321|1117|8|1243218|3988|711|1|1|36|45|999.45|79.95|1079.40|29.51|35.10|499.72|439.76|59.97|144.56|
2452317|53999|1705|8|882385|||2|1|36|||3.49||||7.49|13.58|||
2452279|41984|631|722|465142|3315|735|1|1|36|7|541.31|43.30|584.61|71.10|241.36|519.65|10.18|11.48|355.76|
2452128|30131|415|252|491912|5028|144|2|1|37|85|8562.90|513.77|9076.67|8.17|366.35|4195.82|3493.66|873.42|888.29|
2451271|44173|1670|890|1681246|5780|714|1|1|41|17|1327.36|79.64|1407.00|49.73|558.79|66.36|731.38|529.62|688.16|
2451092|43741|130|423|1577815|3651|487|1|1|42|13|422.24|8.44|430.68|48.27|551.20|329.34|15.79|77.11|607.91|
2451033|54994|1219|229|1611739|3649|912|2|1|42|43|1240.55|0.00|1240.55|86.84|68.80|719.51|359.51|161.53|155.64|
2451073|52318|1820|152|134560|4215|223|1|1|42|13|475.54|9.51|485.05|73.37|317.07|128.39|197.87|149.28|399.95|
2452295|39258|597|606|1581204|3389|621|2|1|45|39|2703.87|243.34|2947.21|59.97|386.10|1487.12|790.88|425.87|689.41|
2451354|60360|992|598|194443|4161|832|2|1|46|47|3742.14|149.68|3891.82|24.47|379.29|3442.76|59.87|239.51|553.44|
|59918|398|||3068||1||46|38|||453.29|51.61|207.48|104.60|86.12||276.52|
2451177|58870|368|903|1256944|382|373|1|1|47|1|8.12|0.73|8.85|19.08|7.43|3.81|0.77|3.54|27.24|
2452738|29363|199|843|1862359|2275|391|2|1|48|5|199.35|17.94|217.29|11.83|112.95|191.37|0.71|7.27|142.72|
2452745|44637|1215|202|1047097|5374|251|2|1|48|10|392.20|27.45|419.65|10.16|116.00|152.95|224.89|14.36|153.61|
2451892|35637|1592|590|103157|6724|91|2|1|49|21|496.23|29.77|526.00|48.23|31.92|282.85|142.96|70.42|109.92|
2451769|38709|311|517|945253|3357|61|2|1|51|5|172.10|5.16|177.26|22.72|64.20|170.37|1.59|0.14|92.08|
2451102|32082|266|831|173053|4865|230|2|1|52|13|911.04|0.00|911.04|21.65|378.17|619.50|253.63|37.91|399.82|
2451088|55568|514|810|1866272|3734|196|2|1|52|25|113.50|1.13|114.63|62.63|125.50|30.64|25.68|57.18|189.26|
2451573|36729|1006|672|508248|5690|885|1|1|53|1|2.23|0.08|2.31|26.56|1.48|0.20|0.89|1.14|28.12|
2452729|48880|1707|157|1042828|4295|162|1|1|54|11|95.48|3.81|99.29|93.36|8.36|34.37|36.05|25.06|105.53|
2452040|43895|350|297|869419|5541|463|1|1|55|11|252.67|12.63|265.30|20.45|63.14|194.55|42.42|15.70|96.22|
2452339|46469|357|967|972821|2228|82|1|1|60|78|2733.90|54.67|2788.57|60.37|0.00|683.47|1558.32|492.11|115.04|
2452254|40433|1113|197|1420275|5589|703|1|1|62|6|446.76|26.80|473.56|67.62|213.66|58.07|15.54|373.15|308.08|
2452701|35838|1818|129|305648||488||1|63|||11.73||||172.06|||568.77|
2452596|29520|1831|129|1086498|2400|302|1|1|63|16|78.56|0.00|78.56|96.23|49.60|43.99|21.43|13.14|145.83|
2452604|36240|1513|129|479318|1264|610|2|1|63|28|216.16|19.45|235.61|57.17|242.76|108.08|104.83|3.25|319.38|
2452593|55466|723|17|145292|437|782|2|1|64|19|583.49|40.84|624.33|54.92|392.35|280.07|203.29|100.13|488.11|
2452556|56489|913|17|492805|2019|33|1|1|64|34|2325.60|0.00|2325.60|57.60|1987.30|1046.52|575.58|703.50|2044.90|
2452437|54978|1125|17|569529|3161|193|1|1|64|66|6903.60|0.00|6903.60|76.02|2987.82|6213.24|352.08|338.28|3063.84|
2452346|53160|1629|766|1603765|4015|465|2|1|66|15|630.75|25.23|655.98|2.26|336.30|491.98|80.48|58.29|363.79|
2452555|43088|1705|624|529565|2324|930|1|1|67|41|594.09|23.76|617.85|40.24|1063.54|160.40|56.37|377.32|1127.54|
2451258|43812|481|564|496988|6773|205|2|1|68|21|178.50|5.35|183.85|96.73|53.76|82.11|75.18|21.21|155.84|
2451256|50305|196|942|875823|2104|738|1|1|71|2|13.48|0.13|13.61|91.25|2.92|6.33|5.14|2.01|94.30|
2451294|44684|205|239|1910912|233|1|2|1|71|25|188.00|16.92|204.92|44.05|51.25|150.40|6.39|31.21|112.22|
2451329|29997|1225|239|195885|3539|146|2|1|71|5|164.65|1.64|166.29|75.66|205.80|74.09|12.67|77.89|283.10|
2451829|50278|521|602|1271817|6019|468|1|1|72|3|166.41|1.66|168.07|1.14|64.92|59.90|62.84|43.67|67.72|
2451174|57809|1540|337|767720|4103|886|2|1|74|4|36.32|0.00|36.32|38.54|42.96|12.71|6.13|17.48|81.50|
2452279|52274|569|531|78088|234|580|2|1|76|1|76.51|6.88|83.39|66.92|30.28|56.61|19.70|0.20|104.08|
2452242|52421|1627|531|1630980|4166|352|1|1|76|15|796.05|31.84|827.89|91.64|176.85|278.61|243.19|274.25|300.33|
2451201|32557|1856|102|622349|4796|43|2|1|77|10|569.40|45.55|614.95|45.00|621.20|529.54|19.93|19.93|711.75|
2451155|53923|1741|529|1758891|3500|309|1|1|78|13|1077.83|64.66|1142.49|77.87|576.81|506.58|457.00|114.25|719.34|
2452290|54248|31|17|382863|6073|483|1|1|79|34|797.64|71.78|869.42|57.39|1296.08|71.78|79.84|646.02|1425.25|
2451154|51844|13|368|1254797|4380|916|2|1|80|64|6830.08|68.30|6898.38|85.70|148.48|6625.17|127.04|77.87|302.48|
2451281|48144|358|625|459305|510|915|1|1|81|22|1416.58|42.49|1459.07|16.86|849.86|1388.24|23.52|4.82|909.21|
2451214|55537|1543|625|944226|463|147|2|1|81|5|0.00|0.00|0.00|94.53|24.55|0.00|0.00|0.00|119.08|
2451369||1790|512||3587||1||82||1491.00||||545.30||735.06||707.47|
2451471|50769|1780|896|1082287|645|356|1|1|82|8|847.84|42.39|890.23|40.52|77.04|576.53|208.90|62.41|159.95|
2451533|34774|1996|896|1427925|1401|230|2|1|82|43|1399.65|55.98|1455.63|74.63|447.63|839.79|156.76|403.10|578.24|
2452677|50033|1671|678|842053|5314|175|1|1|83|21|1151.01|23.02|1174.03|28.22|146.16|115.10|973.75|62.16|197.40|
2452530|44806|1951|91|1034463|114|165|1|1|84|5|323.00|19.38|342.38|5.27|171.25|261.63|43.57|17.80|195.90|
2452550|39316|1482|91|222509|5658|7|2|1|84|63|1733.76|156.03|1889.79|98.99|1155.42|208.05|671.31|854.40|1410.44|
2452550|56385|984|91|1844056|137|818|2|1|84|52|112.84|0.00|112.84|47.55|130.00|44.00|68.84|0.00|177.55|
2452743|53098|363|560|1435175|1237|452|1|1|86|25|50.00|4.00|54.00|95.65|2.50|29.00|16.38|4.62|102.15|
2452805|37053|1039|359|705875|2076|430|2|1|86|12|100.44|3.01|103.45|81.54|343.32|50.22|6.52|43.70|427.87|
2451604||920||1393955|||||87|17||||35.41||213.43||0.17||
2452317|32925|1685|272|1361123|1963|403|1|1|88|34|146.20|0.00|146.20|22.87|1376.66|86.25|23.38|36.57|1399.53|
2452260|58521|1679|110|341664|7018|372|2|1|88|70|1168.30|70.09|1238.39|37.61|1168.30|198.61|96.96|872.73|1276.00|
2451907|56892|788|994|751267|6036|52|1|1|89|1|131.14|0.00|131.14|75.40|53.76|111.46|17.51|2.17|129.16|
2452520|42422|1122|925|1402848|111|374|1|1|91|5|0.00|0.00|0.00|76.66|291.95|0.00|0.00|0.00|368.61|
2451501|42569|1340|989|298152|3782|612|1|1|93|30|1132.50|0.00|1132.50|92.76|653.40|192.52|28.19|911.79|746.16|
2451649|54166|2|989|1305474|3494|161|2|1|93|19|306.66|0.00|306.66|6.06|229.90|251.46|29.25|25.95|235.96|
2452596|60572|21|789|1136495|3779|863|2|1|94|59|2297.46|206.77|2504.23|23.96|2567.68|1975.81|234.80|86.85|2798.41|
2452757|52151|477|789|1126901|523|698|1|1|94|67|4172.09|125.16|4297.25|12.36|3040.46|1209.90|2014.28|947.91|3177.98|
2451198|43902|634|668|640397|7173|302|2|1|95|8|625.52|43.78|669.30|90.09|200.16|431.60|166.77|27.15|334.03|
2451175|43653|1915|113|1244878|4526|21|1|1|95|27|1081.89|54.09|1135.98|64.15|704.70|714.04|353.13|14.72|822.94|
2451153|46437|1978|113|1183342|4835|528|1|1|95|4|12.68|0.76|13.44|28.93|10.04|0.12|11.17|1.39|39.73|
2451193|41206|943|113|969420|6552|637|1|1|95|25|1100.50|66.03|1166.53|84.08|136.00|429.19|543.76|127.55|286.11|
2452094|29842|523|705|1353101|6414|174|1|1|97|23|920.23|64.41|984.64|98.19|136.62|266.86|111.07|542.30|299.22|
2452192|51078|889|705|1476583|3588|393|2|1|97|19|999.02|79.92|1078.94|46.46|253.84|849.16|52.45|97.41|380.22|
2452179|58535|413|705|737335|1006|30|2|1|97|58|2734.12|27.34|2761.46|91.12|1279.48|1531.10|24.06|1178.96|1397.94|
2452471|33938|435|320|1744761|2561|561|1|1|98|24|276.00|2.76|278.76|33.91|96.48|49.68|54.31|172.01|133.15|
2452562|58129|1995|232|1537922|2749|376|1|1|99|22|2465.32|49.30|2514.62|73.55|183.48|640.98|529.05|1295.29|306.33|
2452442|36315|282|875|678651|7120|342|1|1|100|14|912.66|73.01|985.67|20.45|108.64|182.53|518.39|211.74|202.10|
2452454|35135|462|875|985105|883|614|2|1|100|4|6.72|0.47|7.19|99.89|80.88|3.89|0.25|2.58|181.24|
2451380|45137|914|242|1063484|70|409|1|1|101|28|382.20|26.75|408.95|50.66|329.00|194.92|125.47|61.81|406.41|
2451232|42391|1754|314|261760|4006|52|2|1|101|27|1375.38|123.78|1499.16|50.57|663.93|357.59|508.89|508.90|838.28|
2451400|38304|1312|242|256452|6873|247|2|1|101|8|62.24|1.24|63.48|3.81|77.12|20.53|21.68|20.03|82.17|
2451398|52092|1951|98|515174|1697|573|2|1|101|13|2058.68|102.93|2161.61|42.34|750.75|720.53|1298.00|40.15|896.02|
2452582|37192|1833|341|1766974|1960|793|1|1|102|29|2850.70|0.00|2850.70|43.15|617.12|1510.87|897.68|442.15|660.27|
2452138|58093|853|235|403639|764|642|2|1|103|3|254.55|0.00|254.55|100.00|45.57|53.45|106.58|94.52|145.57|
2451687|60314|199|884|1431450|6216|382|2|1|104|1|20.32|0.00|20.32|72.90|8.62|7.51|3.33|9.48|81.52|
2452346|36025|67|634|390885|6456|180|2|1|105|15|72.75|0.00|72.75|24.31|291.15|7.27|13.75|51.73|315.46|
2452025|54705|611|969|1677481|6193|552|2|1|106|24|825.12|41.25|866.37|26.21|296.40|57.75|168.82|598.55|363.86|
2451980|58642|849|533|663032|1262|692|2|1|106|6|179.70|0.00|179.70|99.32|129.00|41.33|136.98|1.39|228.32|
2452104|29986|821|533|757785|6591|797|2|1|106|9|241.38|14.48|255.86|78.57|176.76|16.89|213.26|11.23|269.81|
2452081|58521|1157|780|645805|7163|121|2|1|107|56|65.52|4.58|70.10|69.13|109.20|36.03|21.52|7.97|182.91|
2452081|47666|1457|780|467186|2772|158|2|1|107|70|180.60|9.03|189.63|4.58|4.90|131.83|48.28|0.49|18.51|
2451539|51625|1384|322|1741784|1694|757|1|1|108|15|310.80|12.43|323.23|46.49|188.70|295.26|5.43|10.11|247.62|
2451605|50913|1936|322|1351722|5238|554|2|1|108|53|358.81|10.76|369.57|54.16|1650.42|215.28|139.22|4.31|1715.34|
2451664|49113|1051|136|802523|3350|177|2|1|109|18|1494.90|104.64|1599.54|35.75|582.48|44.84|333.51|1116.55|722.87|
2452619||1074|948|478574|||2||111||343.20||363.79|79.04|38.94|65.20||191.82|138.57|
2451162|45758|802|253|291015|3506|644|2|1|112|4|385.92|7.71|393.63|55.43|146.36|366.62|0.57|18.73|209.50|
2451994|53407|1107|742|1662440|7040|87|2|1|114|67|1360.10|122.40|1482.50|67.98|1360.10|312.82|586.47|460.81|1550.48|
2451625|35855|830|808|1191022|4532|642|2|1|117|66|178.20|10.69|188.89|32.78|1070.52|105.13|18.99|54.08|1113.99|
2451491|50098|1963|808|428136|2928|520|1|1|117|20|1094.60|43.78|1138.38|94.15|785.80|875.68|70.05|148.87|923.73|
2451520|41125|7|808|1586067|1266|418|2|1|117|6|153.30|7.66|160.96|37.26|26.64|82.78|58.53|11.99|71.56|
2451876|50318|1375|684|303522|5800|631|1|1|118|66|262.02|7.86|269.88|5.88|3060.42|180.79|61.73|19.50|3074.16|
2451881|36065|1838|684|859192|3953|914|1|1|118|1|33.50|2.68|36.18|75.66|5.75|12.73|4.98|15.79|84.09|
|59237|1648|894||6525||||119|1||0.32|||5.79|||0.56|64.67|
|37473|122|199||6513||1||119||2624.05|||7.21||1863.07||||
|60577|61|599||895|490|2||120|||||32.19||5279.94|1006.12|||
2451216|50692|466|5|1750967|6215|663|1|1|121|8|604.72|6.04|610.76|48.16|341.36|247.93|231.91|124.88|395.56|
2451337|37394|1036|145|50346|5847|948|2|1|122|16|1813.12|126.91|1940.03|49.64|272.80|1541.15|231.17|40.80|449.35|
2451978|51632|1625|596|1471447|1382|870|1|1|125|7|629.30|6.29|635.59|9.77|0.00|125.86|407.78|95.66|16.06|
2451885|46894|961|596|724349|1805|508|1|1|125|2|20.22|1.81|22.03|4.01|10.10|3.23|16.99|0.00|15.92|
2452026|32161|332|596|737936|1981|473|2|1|125|3|279.30|11.17|290.47|43.08|194.67|223.44|19.55|36.31|248.92|
2451641|38484|1234|489|590480|6471|862|2|1|129|7|512.19|10.24|522.43|75.93|240.03|507.06|3.59|1.54|326.20|
2451643|29747|1549|548|333880|4126|972|2|1|129|8|68.32|6.14|74.46|89.41|44.00|19.12|5.90|43.30|139.55|
2451177|44766|1987|469|971519|5888|657|1|1|131|7|114.24|5.71|119.95|26.39|85.26|59.40|10.96|43.88|117.36|
2451210|54853|454|469|363266|3641|416|1|1|131|3|72.27|5.05|77.32|75.28|53.31|51.31|3.98|16.98|133.64|
2451678|32490|1298|461|1312529|947|965|1|1|132|4|220.44|0.00|220.44|84.15|13.36|158.71|19.75|41.98|97.51|
2451898|54229|1826|708|1060233|636|439|1|1|133|7|47.32|2.83|50.15|41.49|59.99|37.38|9.64|0.30|104.31|
2451891|38123|1057|708|1691883|3402|568|2|1|133|20|1473.60|14.73|1488.33|62.53|834.00|176.83|661.35|635.42|911.26|
2452287|39904|467|268|1508371|3627|83|2|1|134|7|543.20|16.29|559.49|93.54|225.47|239.00|121.68|182.52|335.30|
2452366|52737|605|602|1916363|3390|170|1|1|134|4|287.96|17.27|305.23|27.17|69.24|161.25|31.67|95.04|113.68|
2451951|52519|1477|197|221001|685|569|1|1|135|4|148.56|8.91|157.47|79.33|8.84|11.88|32.80|103.88|97.08|
2451834|56837|1817|197|1276975|4044|113|1|1|135|51|915.45|9.15|924.60|62.12|1116.39|860.52|3.84|51.09|1187.66|
2451802|40414|44|197|1209613|1712|211|1|1|135|42|1830.78|164.77|1995.55|90.33|837.48|201.38|619.17|1010.23|1092.58|
2451853|44570|475|197|274389|5272|755|1|1|135|3|49.08|2.45|51.53|73.02|74.43|45.15|3.89|0.04|149.90|
2452665|49707|312|595|1243564|1271|731|2|1|136|24|206.64|10.33|216.97|68.24|34.80|181.84|7.19|17.61|113.37|
2452526|29443|1161|616|505525|6187|449|2|1|136|16|1042.40|83.39|1125.79|28.11|585.44|114.66|148.43|779.31|696.94|
2452580|56313|1743|595|380160|519|78|1|1|136|30|140.10|7.00|147.10|30.71|85.50|49.03|61.01|30.06|123.21|
2452692|38238|1050|595|144868|6388|508|1|1|136|2|223.84|4.47|228.31|30.01|115.96|0.00|17.90|205.94|150.44|
2451583|48984|1474|850|1435146|6470|394|2|1|138|46|749.80|59.98|809.78|72.07|2191.44|269.92|86.37|393.51|2323.49|
2452092|35896|1485|57|377706|3934|809|1|1|139|47|53.11|1.06|54.17|4.81|0.00|0.00|19.11|34.00|5.87|
2452179|34422|257|684|326360|1036|912|2|1|139|2|35.52|2.84|38.36|4.35|26.12|3.90|4.74|26.88|33.31|
2451941|59821|128|668|822547|98|202|1|1|142|22|3005.20|60.10|3065.30|19.61|1066.34|2404.16|510.88|90.16|1146.05|
||931|474||6967|147||1|143|||10.32|526.44||186.32||2.16|106.23|212.59|
2452628|51516|1863|474|419295|1049|203|2|1|143|65|7959.90|397.99|8357.89|8.41|1534.00|1512.38|2579.00|3868.52|1940.40|
2452515|53040|1968|474|108793|4980|920|2|1|143|16|416.80|33.34|450.14|90.52|500.16|75.02|85.44|256.34|624.02|
2452656|36173|1245|861|938923|4385|694|2|1|143|67|3172.45|285.52|3457.97|7.25|166.83|2347.61|41.24|783.60|459.60|
2452609|45652|1843|474|634090|1445|200|2|1|143|59|3881.02|155.24|4036.26|98.44|2678.60|3337.67|440.11|103.24|2932.28|
2451409|43960|1051|169|97821|4873|725|1|1|144|56|89.60|2.68|92.28|77.11|5.04|8.96|70.96|9.68|84.83|
2451149|55072|1514|341|1433390|3296|755|1|1|146|2|110.32|8.82|119.14|92.96|8.70|6.61|74.67|29.04|110.48|
2451756|29837|1471|65|1001426|3723|973|2|1|147|29|1360.39|13.60|1373.99|37.39|1331.39|612.17|52.37|695.85|1382.38|
2451041|38715|571|402|1164917|874|384|1|1|148|32|2698.24|161.89|2860.13|94.54|496.00|2077.64|322.71|297.89|752.43|
2451131|40251|1864|228|653636|5244|805|1|1|148|1|2.14|0.17|2.31|31.94|6.72|2.05|0.02|0.07|38.83|
2452266|51016|1241|514|1917336|6983|477|2|1|150|8|197.92|1.97|199.89|71.57|188.48|180.10|3.20|14.62|262.02|
2452198|47847|699|514|1897846|1796|393|1|1|150|41|2954.05|59.08|3013.13|51.92|1740.04|413.56|1194.03|1346.46|1851.04|
2451219|56145|1510|380|1049089|5299|709|1|1|151|7|153.37|0.00|153.37|32.44|371.35|131.89|10.52|10.96|403.79|
2452289|54212|1773|423|83990|5910|230|1|1|153|72|373.68|26.15|399.83|30.17|493.20|298.94|45.59|29.15|549.52|
2451898|37916|697|252|648527|5589|604|2|1|154|17|697.68|27.90|725.58|92.77|413.44|404.65|82.04|210.99|534.11|
2451979|32671|1693|252|1603791|2744|697|2|1|154|1|104.35|8.34|112.69|79.78|19.41|85.56|9.39|9.40|107.53|
2452068|37806|853|327|47885|5482|726|1|1|155|31|2102.42|21.02|2123.44|37.90|685.41|1135.30|512.57|454.55|744.33|
|31453|429|327|1011136||141|2|1|155|21||||20.18|110.67||165.60|||
|60878|285||1797260|||2||157||1813.70|163.23|1976.93|9.75||344.60|1425.02|44.08|910.78|
2451180|32857|1928|251|107231|4763|695|2|1|158|19|0.00|0.00|0.00|42.77|252.32|0.00|0.00|0.00|295.09|
2451322|31910|1058|251|405400|5669|138|1|1|158|1|21.04|1.89|22.93|56.66|8.97|9.25|11.08|0.71|67.52|
2451323|42459|1|251|344576|2773|970|1|1|158|43|1989.61|139.27|2128.88|11.32|867.31|1870.23|75.20|44.18|1017.90|
2451268|39527|794|251|340902|3899|896|2|1|158|11|470.14|32.90|503.04|8.15|658.24|286.78|139.35|44.01|699.29|
2451643|49406|748|823|1317784|6082|580|2|1|159|14|70.98|0.70|71.68|9.95|36.26|29.10|28.89|12.99|46.91|
2451978|51375|77|901|431116|6385|854|1|1|160|38|2981.10|149.05|3130.15|5.91|921.12|119.24|1831.59|1030.27|1076.08|
2451959|37466|771|901|544948|7192|589|1|1|160|1|8.95|0.80|9.75|63.20|7.05|1.52|1.33|6.10|71.05|
2452114|39179|245|901|1258210|850|290|1|1|160|27|684.99|41.09|726.08|24.56|1272.24|335.64|153.71|195.64|1337.89|
2451877|35669|923|6|203858|6051|644|1|1|162|1|24.87|0.99|25.86|32.63|45.76|7.95|14.72|2.20|79.38|
2451653|37503|1870|551|1710321|5490|706|1|1|163|21|1736.49|17.36|1753.85|99.03|741.09|764.05|233.38|739.06|857.48|
2450982|33721|1849|938|430705|1225|145|2|1|165|9|622.17|55.99|678.16|25.13|23.85|236.42|3.85|381.90|104.97|
2451026|52285|1093|802|840053|151|49|2|1|165|1|0.35|0.01|0.36|2.84|2.13|0.29|0.03|0.03|4.98|
2451307|52800|1129|860|738811|5339|67|1|1|166|3|63.69|4.45|68.14|86.41|60.15|25.47|20.63|17.59|151.01|
2452535|61107|1659|161|225320|3671|469|2|1|168|8|423.28|38.09|461.37|8.76|413.60|364.02|24.29|34.97|460.45|
2451224|50581|1588|742|1412626|6794|962|1|1|169|51|1704.93|34.09|1739.02|39.70|826.71|340.98|832.00|531.95|900.50|
|40309|1561||781989|2795|601|1||171|53|112.89|||61.30|27.03|24.83|37.86|50.20||
2451886|56059|1238|370|480457|3591|478|1|1|171|49|6429.29|64.29|6493.58|44.97|1641.50|2571.71|887.24|2970.34|1750.76|
2451108|36468|1675|90|248980|5595|763|2|1|173|88|4563.68|273.82|4837.50|37.08|2990.24|4198.58|204.45|160.65|3301.14|
2451205|32346|1294|90|452633|647|214|2|1|173|20|60.80|0.00|60.80|65.76|219.40|57.76|0.76|2.28|285.16|
2451204|43512|1370|90|1715028|4802|176|2|1|173|51|221.85|8.87|230.72|99.81|106.08|181.91|26.75|13.19|214.76|
2450995|45760|874|181|1640715|5203|444|1|1|174|16|0.00|0.00|0.00|13.54|95.04|0.00|0.00|0.00|108.58|
2452770|55433|1902|727|1546209|2247|85|1|1|175|17|505.92|15.17|521.09|39.09|375.36|151.77|145.20|208.95|429.62|
2452810|52619|135|727|1698802|4972|542|2|1|175|12|132.24|9.25|141.49|15.36|68.16|130.91|0.65|0.68|92.77|
2452690|54929|309|727|1050305|4626|947|2|1|175|1|1.60|0.08|1.68|20.87|24.13|0.12|0.74|0.74|45.08|
2452249|59467|883|689|332706|1279|852|1|1|176|1|43.02|0.43|43.45|82.11|14.34|10.32|22.56|10.14|96.88|
2452154|52876|1125|689|1604859|7190|921|2|1|176|6|332.10|0.00|332.10|58.91|8.58|6.64|136.69|188.77|67.49|
2452198|45724|1649|689|565132|4909|486|2|1|176|67|4692.01|281.52|4973.53|82.39|3853.84|797.64|3582.82|311.55|4217.75|
2452753|43226|693|824|1058125|2182|86|2|1|177|11|320.98|16.04|337.02|80.44|158.62|292.09|22.82|6.07|255.10|
2452664|31193|681|190|1843550|4005|107|2|1|178|16|576.48|23.05|599.53|53.75|227.04|438.12|16.60|121.76|303.84|
2452702|54243|318|460|925310|4895|880|2|1|179|17|256.36|12.81|269.17|82.70|163.20|225.59|7.69|23.08|258.71|
